channel_id,last_date,status
UCRVR8ZWp3mQHwCqSTz2D4LQ,2019-12-21 13:37:00,to do
UC_OGVMTqkt6F2nvbBkkjB7A,2019-12-21 13:37:00,to do
UCTKdIwgWLwqQAoqfzfkQsRA,2019-12-21 13:39:29,to do
UCboncXpvyP49pI2DFA8QpuA,2019-12-21 13:41:58,to do
UC0mMCkPNyPHDRVcqUey2txA,2019-12-21 13:44:27,to do
UCQt9awGIFZeldFsATZNeJag,2019-12-21 13:44:27,to do
UCMNF9U_qNJm8_Cbs65fSFPA,2019-12-21 13:44:27,to do
UCH73kBoFKJ8-L6KCXWdNr6Q,2019-12-21 13:54:23,to do
UC-xZydztbPXCCg7FMqWFHqA,2019-12-21 13:54:23,to do
UC-gJ5Iud4LerS0f0UpMObKg,2019-12-21 14:01:52,to do
UCBPamTRmZ2bOYHxA5WdoWlg,2019-12-21 14:04:22,to do
UCogPz06fUkCGUVRii18FLHw,2019-12-21 14:04:22,to do
UCXqhUe7LF-UBBk58IXwUXZA,2019-12-21 14:09:22,to do
UCNZ-wb8o9zvwCH3XUohYCvg,2019-12-21 14:24:33,to do
UCDT9cqTsBJuFZAeD_Zen8yw,2019-12-21 14:27:06,to do
UCrCJAnVMGvGm2v8fptrsgbg,2019-12-21 14:29:38,to do
UCnq2VtZbyGDUYhwkQsr6bjw,2019-12-21 14:29:38,to do
UCzDGWzKUqdQYvgE5Xd6Vy2w,2019-12-21 14:32:09,to do
UCLsw2U0uD6pHtI1H6DaMHlQ,2019-12-21 14:32:09,to do
UCijVRonlrvpMxicEWNB_SGQ,2019-12-21 14:42:22,to do
UCKm3YE3okl4ZlRQAZcJcLcw,2019-12-21 14:42:22,to do
UCdX1BDlFwd2TMidpKnBWWhA,2019-12-21 14:44:56,to do
UCpoECnuE5K6XN_rvrHwjtFg,2019-12-21 14:52:38,to do
UCgfS5ae0nY6QYZhMaznNCsw,2019-12-21 14:52:38,to do
UC6wUcrQQoyBthMVpOJwc1ew,2019-12-21 14:55:13,to do
UCyXVhjDp_LwGJMIWFNAHnbA,2019-12-21 15:05:32,to do
UCm6k5y-LdPTmmkEiE8Z_lLQ,2019-12-21 15:18:31,to do
UCNGi-GLrKUXz1L5Te-kA0WQ,2019-12-21 15:18:31,to do
UC_Lf7MoUe_2-xqyV3O9vD1A,2019-12-21 15:34:21,to do
UCzeSaUZN_J5zIZsZp7S5wMA,2019-12-21 15:31:44,to do
UCBFxE8PWFM58J57sJXaFZJQ,2019-12-21 15:34:21,to do
UCOzt6ZjTpK0Aecguf2-tFtQ,2019-12-21 15:34:21,to do
UCrhu_g7xvgsetoN0yNOr3fQ,2019-12-21 15:39:35,to do
UCo3hRG_jF6lAVzOUh_UM5Sg,2019-12-21 15:39:35,to do
UCOGu2R8P5GdLm1r1xjqgzwg,2019-12-21 15:47:27,to do
UCP-KZXw4_qy30e_vQh0x2Nw,2019-12-21 16:00:38,to do
UCqTQz009F95qrYuzItMYFCA,2019-12-21 16:03:16,to do
UCgguuCRon3PJj3Hu8HI-cYw,2019-12-21 16:08:34,to do
UCv-uMstsICvHi2fFNyuWmbw,2019-12-21 16:27:12,to do
UCS9UtqUzBkPhL-q-y8d9KeA,2019-12-21 16:32:32,to do
UClq1ga0uCKvE0vInG8E77xw,2019-12-21 16:32:32,to do
UCN_-BrS8UCGrTHchDhtZCww,2019-12-21 16:35:13,to do
UCq4PRo6mZDNDlP_TCrkGMBg,2019-12-21 16:43:16,to do
UCuqCOIqCQhtJ3ZtaAdGCjlg,2019-12-21 16:45:58,to do
UCOvm1ePlttS6hWatuHThw_A,2019-12-21 16:45:58,to do
UCFQiQsdvihQY82g4LwqCJkw,2019-12-21 16:51:22,to do
UCKsPGRCekGraGJVEjWsVCxg,2019-12-21 16:51:22,to do
UCrVei__BuuIHOp254nTycTA,2019-12-21 16:51:22,to do
UCcUM3k18KP-r9yKSjgS8iDA,2019-12-21 16:59:32,to do
UCnkmoxjlqvIIDbUEQUUGAgw,2019-12-21 17:07:44,to do
UCUL_d96QLGM-Fjtkh0ay4Mg,2019-12-21 17:10:28,to do
UCeeWigmYlfIs9O4IneNHSAQ,2019-12-21 17:15:57,to do
UC0Soy1U9VDz1OSX9FSeUJpQ,2019-12-21 17:26:59,to do
UCNIOme_veGv595J2AJjpojA,2019-12-21 17:29:45,to do
UCrvgrc_zIxoZCqoH_C5g1AQ,2019-12-21 17:35:17,to do
UC9FmTrJ4HD_mZWjZQmOfaOg,2019-12-21 17:38:04,to do
UCFC3bywfTMMh8HjFSaMZhsQ,2019-12-21 17:43:38,to do
UCBTr3sPSDnIiwPnFngzO6rg,2019-12-21 18:03:14,to do
UCQQKmAkzwdJfaHimU7VS3ow,,to do
UCi06Lg5rmRjK9tCGzw7BrjQ,2019-12-21 18:06:03,to do
UCZm99IRWDIG1fxAgtkykAVA,2019-12-21 18:06:03,to do
UCucNB6GOncGkTMB55ZrjYvg,2019-12-21 18:14:31,to do
UCb3TKMt050wBhhdNe0xe0eA,2019-12-21 18:14:31,to do
UC1tTYKft0v94eTqvS_ihJug,2019-12-21 18:14:31,to do
UCl8bYBm0XAP23mReE11IBOA,2019-12-21 18:17:21,to do
UCe1T7EkHIHvOIWBG1Om8xHA,2019-12-21 18:25:52,to do
UCIEcjgDEv789cO6EzJaglyw,2019-12-21 18:34:24,to do
UCWQzlolLe9IHs9KW-qjHmBg,2019-12-21 18:54:26,to do
UC36xmz34q02JYaZYKrMwXng,2019-12-21 19:34:57,to do
UCp7z09RWikllftrvsrRVf1Q,2019-12-21 19:37:52,to do
UCMCQlw54oqPMRnKKRjsRnYA,2019-12-21 19:37:52,to do
UCz0gJNF2Qurb7PAb56WM1VQ,,to do
UCdHrPhJD64iAOvOZd-TAjgA,2019-12-21 19:37:52,to do
UCon4JH6QteGuqydB6P7V-2A,2019-12-21 19:43:46,to do
UCgYh00Bf_J5obBw0c55qtVQ,2019-12-21 19:49:42,to do
UCk195x4zYdMx4LhqEwhcPng,2019-12-21 19:49:42,to do
UCU0nCk_dDYf2PavgLbfgihQ,2019-12-21 19:52:40,to do
UCc0e5LtodtvnQJv-X6A_guA,2019-12-21 19:55:38,to do
UCr1_kuz-Y1YLyMMe0Lv612w,2019-12-21 19:55:38,to do
UCJNihDlE-Tefx83Li08wZLw,2019-12-21 20:04:32,to do
UCNuMTUpcwaW_4sHxQAIs8Jw,2019-12-21 20:04:32,to do
UCKzfQpo7IPQF3_K5qqYjOiA,2019-12-21 20:07:32,to do
UCa4A97ldGmfht2y5anfA8DA,2019-12-21 20:07:32,to do
UCYsx7EKuvAiEUNiX3JLBn_g,2019-12-21 20:10:31,to do
UCsPUDPEu6O4zKswUiLpnGkQ,2019-12-21 20:22:26,to do
UCJACTxNpdIbgwLQ10ib4A9A,2019-12-21 20:25:27,to do
UCvV11r7YvvHalm8wAWhBrgA,2019-12-21 20:31:27,to do
UCCs9lF-XXPv7F1sMYy_d7Eg,2019-12-21 20:34:28,to do
UCkSA6MIqEkWfDjpm-lw9xXA,2019-12-21 20:55:37,to do
UC3mnaKO3qkOZvEdMojbpNKA,2019-12-21 20:55:37,to do
UC6VQEzJU3KVeGJKY6o1eUSw,2019-12-21 21:04:44,to do
UCnbz-Gt1WhNU60lVYeubJ7w,2019-12-21 21:41:31,to do
UCBfETMwUqzo7VTef7vnF3ZA,2019-12-22 06:44:46,to do
UCcuhAOTXRnLI3frkY-aUN_w,2019-12-21 22:02:21,to do
UCkAg9QucjcqOdMZFt5QVKlQ,2019-12-22 06:48:10,to do
UCaCXJoKHiP44gYvXToYVTuw,2019-12-22 06:58:25,to do
UCI16pUzfJQK3Ded3HFks4tg,2019-12-22 07:01:51,to do
UCTNpEXH-lKdZaRNyldHwo-Q,2019-12-22 07:19:02,to do
UC_7-msfTSLep9r-77wgYRpQ,2019-12-22 07:19:02,to do
UCqlsTzBv49Uiu8Z3IseVgQQ,2019-12-22 07:29:23,to do
UC-K8Wbj45m9Fq_k3D6Ke0dg,2019-12-22 08:22:21,to do
UCQwFuQLnLocj5F7ZcmcuWYQ,2019-12-22 08:30:45,to do
UCU1wfGUVcEhdYghp6oBLTGw,2019-12-22 08:30:45,to do
UCRyeSzRXodULutJCW19LHLA,2019-12-22 08:46:57,to do
UCXSDlKYvySy1yFxPJAjQn3A,2019-12-22 08:46:57,to do
UCT9FDK_i8YKwgx1YiYs6kXA,2019-12-22 08:57:47,to do
UC92ntY-wkCigv84zNcaPPrw,2019-12-22 09:03:13,to do
UCB7pz-2eziklX4nCN72AlbA,2019-12-22 10:46:02,to do
UC--ZPnXHsS_2hbHWrzgg1GQ,2019-12-22 10:46:22,to do
UCsE562cmLPHbdQ8VQib_QrQ,2019-12-22 10:46:26,to do
UCh8nMsabDLQbN3z-UyZuiEQ,2019-12-22 10:56:49,to do
UC0ZKEDCHKSaugNC4aMAblaQ,2019-12-22 10:46:29,to do
UC3iCGU82DkLi2T4eYr-BiBg,2019-12-22 10:56:55,to do
UCWPxPFHAdV7ZeKxcxIBcJng,2019-12-22 10:57:05,to do
UCeiyuZljcK9iXzMAgzb9kpA,2019-12-22 10:57:07,to do
UCWzcxT8FZWAcRh7SSoAjc5A,2019-12-22 11:07:45,to do
UCta2OelL74LG-x9dyQsD5mg,2019-12-22 11:07:47,to do
UCbHwvj7Kmi6ZoS63_2wcH0w,2019-12-22 11:17:41,to do
UCNmF0lLDoUVhZxbTyp5EHhw,2019-12-22 11:17:41,to do
UCQSLny1RMIQ0jTp0o8h0yPg,2019-12-22 11:17:45,to do
UC2AJefvlofxm4_gZrYghHCg,2019-12-22 11:17:50,to do
UCQaw2cGY4z9-H_3LZ1C3RSA,2019-12-22 11:17:54,to do
UC8YLIGeB04-KLPoR2Lmm6xA,2019-12-22 11:17:54,to do
UCoZQyFuTY7MbWnY41uDdAjQ,2019-12-22 11:17:57,to do
UCccSrBPy_nfRUlGLJiI-beQ,2019-12-22 11:17:58,to do
UCb1TOrjCWjxnAomfr6n_bpQ,2019-12-22 11:18:00,to do
UCO759Z3Z6Fs6KDveLWOm2Dw,2019-12-22 11:18:01,to do
UC6vkaNqzCESVPR_L-9IJi0A,2019-12-22 11:18:01,to do
UCCoMYyMmdZJE-MFqJUu8X9w,2019-12-22 11:18:10,to do
UC9xMQGDXKn8FA_XveDpy9yA,2019-12-22 11:28:18,to do
UCsWZJrg5AROp7ePbBJaMZ3w,2019-12-22 11:28:29,to do
UCeukgm0rE_4wYTLuN54PGsw,2019-12-22 11:28:36,to do
UCKbFOmLeskK39ZJXTDIxhoA,2019-12-22 11:28:51,to do
UC7EPUDULa-Oru2MpL7UV8sA,2019-12-22 11:39:01,to do
UCKmlxQVs0vHtaLldRIQ8lsA,2019-12-22 11:39:05,to do
UCLQJFkVp9BZshJHuLGdoHGw,2019-12-22 11:39:04,to do
UCWP9Vn3sB4iTDHrzMIKbrkQ,2019-12-22 11:39:10,to do
UCg58lElAubM5oCOEobRkRbA,2019-12-22 11:39:31,to do
UCP0XQlFW9BRTOZIAeYquc2Q,2019-12-22 11:39:32,to do
UCWTzZLPGruNITyBSZKTLdIQ,2019-12-22 11:50:02,to do
UCZCHtU7PxoXELm_351LvG_g,,to do
UCAs3WL4ZfYt8WmUhq5-SKMg,2019-12-22 11:50:03,to do
UCbjT5VNJi7jRqPQ5LnunWyw,2019-12-22 12:00:17,to do
UCu2sFr0Wq1ivzekg67-9Trw,2019-12-22 12:00:29,to do
UC3M2ZzKItQctTERg3wywr5w,2019-12-22 12:00:32,to do
UCPF00Bu1GWyj99XJwpDst-A,2019-12-22 12:00:35,to do
UCdKfCPvr-z6r7dLZFTvJDZQ,2019-12-22 13:17:09,to do
UCqdR-bqhk1zVp0WxNShuJog,2019-12-22 13:17:15,to do
UCvSuUxKACxdhEho7nSdmWCQ,2019-12-22 13:17:17,to do
UCJT9UFxjQ_HlBifHlCVl9fg,2019-12-22 13:28:28,to do
UC7HJdGhAd3D9rFFden-a4fg,2019-12-22 13:28:34,to do
UCp25MMLyJbnXc2dfhTHfBww,2019-12-22 13:28:31,to do
UCM8KpBHVy_luxLQV7KoXFtA,2019-12-22 13:28:34,to do
UCTizbQ7IDPngI50uyI3pcbA,2019-12-22 13:39:23,to do
UCMbQbVilo-nezMvwf1BZfAA,2019-12-22 13:39:25,to do
UCWhiokx685TXHK9F4vdFoAw,2019-12-22 13:39:37,to do
UClguIWOD4hs4vHYBLRZJiVA,2019-12-22 13:39:47,to do
UCazcTV-hRc4b-wdb0sFsRKQ,2019-12-22 13:50:32,to do
UC-xsL00e9f3qfeAQTF2prRw,2019-12-22 13:50:31,to do
UCwNJnf2ehFlx99_UJTQFRlg,2019-12-22 13:50:36,to do
UC3PYxJB0TJY8gRSSRvB2UqQ,2019-12-22 13:50:46,to do
UC1ZJB8MepA7B7zQE8TmzQdQ,2019-12-22 13:50:47,to do
UCbvXfVIuFUm6ivN-BeAN-rg,2019-12-22 13:50:50,to do
UCnrFbTnrnHKP-YLXRC1BF-A,2019-12-22 13:50:54,to do
UCmzQUjLut4ILUmEVJLxianw,2019-12-22 13:50:55,to do
UCftYmSqeLQP486SJsPj_4iA,2019-12-22 13:50:57,to do
UC0Zg9D8Rcm2hDVsTr6AGoRQ,2019-12-22 13:51:03,to do
UCOWmVDEMm1D4NAT-0CsLQpA,2019-12-22 14:01:46,to do
UCPzCCUj2Sc9taW_dlU36GAg,2019-12-22 14:01:48,to do
UCwq9uS4UUVVV7GR991YOv-g,2019-12-22 14:01:48,to do
UCE_C4B6x9OWLaSlmY2IlJ7g,2019-12-22 14:01:56,to do
UCdgGSxaT1PxiWvOmMl6myow,2019-12-22 14:14:05,to do
UC2ZIxnEBN414pLdXlTwFYrw,2019-12-22 14:14:06,to do
UCGOyDWpNs644AInjqNuhRyg,2019-12-22 14:14:08,to do
UCaFcx-TiVK4AykiAtSYTt9w,2019-12-22 14:14:15,to do
UC-8iO3zBuYRnDsDcosDNARQ,2019-12-22 14:14:25,to do
UCU7nafA_TTOVEkliqr6HPWg,2019-12-22 14:14:27,to do
UC_dxqNXNp9dqbyDCXQEMckw,2019-12-22 14:14:31,to do
UCReu96FucjYXy9H2c5upckg,2019-12-22 14:14:28,to do
UCVz45-1c-D2MKV1UC-8ilTw,2019-12-22 14:14:32,to do
UCVZHBcH18yifjkjrz7E73Ww,2019-12-22 14:14:30,to do
UCR-p_kFZ53tzEpWlVNUy2Pw,2019-12-22 14:14:37,to do
UCX5Y1K2R2-iZxJBzbgTpmNw,2019-12-22 14:26:43,to do
UCo9EY5cWb1wvQbKfStPIRYw,2019-12-22 14:26:42,to do
UCL2wqcZppCSYX-CSMpIcp7Q,2019-12-22 14:26:49,to do
UCA5h4nxd6EkZOCj9faG88pg,2019-12-22 14:26:49,to do
UCmxxYCZbrlzIx8phf1qNKFA,2019-12-22 14:26:59,to do
UClvP4HvXMG2Iwk557nMdBQA,2019-12-22 14:27:02,to do
UCv85NiROLKddHa0fBATwTzw,2019-12-22 14:39:12,to do
UCvPvNPdCQwwuaKI3fxNKX2A,2019-12-22 14:39:26,to do
UCGPxohN0plAQM0PD5faJkvQ,2019-12-22 14:39:36,to do
UCISnrDHEzUiF-N_AeV1_cYw,2019-12-22 14:51:44,to do
UCq78xglA-XMmuJ467eyN6bw,2019-12-22 14:39:41,to do
UCS5gWLAaKdiLQb0m_FGxCDg,2019-12-22 14:51:55,to do
UCXaXECymzORzf06VzpD_jYg,2019-12-22 14:52:09,to do
UCCOJMSONe7sSt6qOikRvO4Q,2019-12-22 15:04:30,to do
UCBH8sCwjb4P2u5oXNXZ4WVg,2019-12-22 15:04:32,to do
UCsOcOzI9Bf2ipuyoln-V6-w,2019-12-22 15:04:33,to do
UCuRK3XTFHYql7iY9B2esnHA,2019-12-22 15:04:45,to do
UCQX_MZRCaluNKxkywkLEgfA,2019-12-22 15:04:59,to do
UCmOF4PDlxKUyxDAmWXvFwzg,2019-12-22 15:17:26,to do
UCeidauAIxx_JeNcrleaPDqw,2019-12-22 15:17:29,to do
UCct6_JlmYk5drAdexJ0nL6A,2019-12-22 15:17:54,to do
UCCN63hZqtWN9xPU-gqko3Lw,2019-12-22 15:30:14,to do
UCaPg0WcbKboudWsgRUAkgrg,2019-12-22 15:30:15,to do
UCVrrU-Z0cxcVIX9uq40LoqA,2019-12-22 15:30:25,to do
UCx-PKRY7A01kj3lC7DPK-cg,2019-12-22 15:30:36,to do
UCmkNr8WQC7zAC5TnYDI0wQw,2019-12-22 15:30:38,to do
UCzyxFWsUAL_4GyR9wGQedeA,2019-12-22 15:43:00,to do
UCUqMVnhjUZyW-K5r5AJglNA,2019-12-22 15:43:08,to do
UCTI0dTAV1UtEjZzpNmXsRfw,2019-12-22 15:43:12,to do
UC6Rg-T5rdG-sTXx5-8hbTWg,2019-12-22 15:43:21,to do
UCWSuUgXtU4wgg_L7mE0_0lQ,2019-12-22 15:43:22,to do
UCpjAXIWEgzXXfvyYlmDUX-Q,2019-12-22 15:43:29,to do
UC06lszWZhX18Zw36Mux9qLA,2019-12-22 15:56:11,to do
UCaYqbCfZIO_qYGgtQ9HmzSg,2019-12-22 15:56:14,to do
UC8KSoZAAZZ37IaVZHbVscfQ,2019-12-22 15:56:28,to do
UChIu9uu6TjD6ycNtIFopdiw,,to do
UCcrjkjHtPJMrai7xIS2EcLg,2019-12-22 16:08:52,to do
UCVBkwO6Ok1De0UfNZdo7-Ag,2019-12-22 16:08:55,to do
UCqA3Ggbs33hN-12ZOx4oypw,2019-12-22 16:09:07,to do
UCQoN9oXyVuGcQWLlfcNDRgQ,2019-12-22 16:09:18,to do
UCtlKDptOy3sQu_7rUalEfJw,2019-12-22 16:22:04,to do
UC1yk1Q8LOUUss8BPweRhvjg,2019-12-22 16:22:27,to do
UCpLyJVGk52LrNYNjXEOIq3g,2019-12-22 16:22:31,to do
UCbQ009_CWCIkzB8azJaTUVA,2019-12-22 16:35:49,to do
UCXN1Ap4A1bOfNX3O4tIY_gQ,2019-12-22 16:48:52,to do
UCjUuSq6IANjMqvIX-sR-1ZQ,2019-12-22 16:48:53,to do
UCYQgLLpqeFe3FGzv18ZabdA,2019-12-22 16:48:58,to do
UCG86IZuazvB7fvDCC6lMujg,2019-12-22 17:01:49,to do
UC4-MIcKOgu50HSE-ySG7RVQ,2019-12-22 17:02:00,to do
UCFR2oaNj02WnXkOgLH0iqOA,2019-12-22 17:02:10,to do
UCLbjQpHFa_x40v-uY88y4Qw,2019-12-22 17:02:16,to do
UCwNXmdL8oVfJgXXHE6gk7_Q,2019-12-22 17:02:16,to do
UCfHWZyhcqshv0bDTQOGKdlQ,2019-12-22 17:15:15,to do
UCLKuNA-C0gQ_mSRB9CLnVPQ,2019-12-22 17:15:15,to do
UCSp2ie3sGuap8Je0dU0B6wg,2019-12-22 17:15:40,to do
UCPEhoHprges3S3Vzpww3WjQ,2019-12-22 17:15:37,to do
UCCDhjsb7NOjUNSbq-UfT_FQ,2019-12-22 17:15:44,to do
UC6y2DGYpUsqk_NZdSejPjxQ,2019-12-22 17:15:47,to do
UCW5-vkNZtMXoigOjYG373dQ,2019-12-22 17:15:47,to do
UCp6VjhXvODaxm8Tyq3Bb-Mw,2019-12-22 17:15:48,to do
UCfhPRqZlBMUQBEJ9UWtZfTg,2019-12-22 17:28:46,to do
UCFPI8WGwa2sSUrs1GWT1IIg,2019-12-22 17:28:51,to do
UCMKvKzXm76er9B7vsKgHyEA,2019-12-22 17:28:58,to do
UCnreKfR5Y1vq-4GJJFVNgBQ,2019-12-22 17:29:20,to do
UCjmGtPZMS9kSLheN4MYO2XQ,2019-12-22 17:42:18,to do
UCstGwFIbqnFEo4rCeClDhOA,2019-12-22 17:42:16,to do
UCHM4qj8oOllOeJDVkAADCow,2019-12-22 17:55:57,to do
UC9hNl7d10QYqHDC9na0qeKg,2019-12-22 17:56:04,to do
UCn9pbYSVUIYLKKm_OjMjQ-A,2019-12-22 17:56:17,to do
UCH7zcOQWZ6hXHOrluKyhNBA,2019-12-22 17:56:25,to do
UCg7pFgGDO1zMyn1fJoejoEA,2019-12-22 18:09:26,to do
UCdbmFViC7dUYUsORFvuiiYQ,2019-12-22 18:09:29,to do
UCS5TfKqMTCCuVlBlUm9VM1A,2019-12-22 18:09:32,to do
UCgCsnqSO7_oGkL3hdLZfnaQ,2019-12-22 18:09:33,to do
UCLFTOcssnu2LGS3FxGA5tsQ,2019-12-22 18:09:34,to do
UCBcv35OeHFUGVbVRsxou1tQ,2019-12-23 09:27:42,to do
UC4RgIJ9XSNILvW2i4YouY9Q,2019-12-23 09:27:45,to do
UCxujVPvwusVMxnPqQ0gTnyA,,to do
UCauapuNTraKzK1o25WwSfSQ,2019-12-23 09:27:57,to do
UCnsvJeZO4RigQ898WdDNoBw,2019-12-23 09:28:17,to do
UCr2TgqpOrU3kUTkVy5XoLow,2019-12-23 09:28:17,to do
UC8znnohdlhu-LTXHGF3MnzA,2019-12-23 09:36:10,to do
UC-lNk-XjH75rTMTmMdqjLdw,2019-12-23 09:36:13,to do
UCBlslL5pqbe8EwI1Edx__Fw,2019-12-23 09:36:31,to do
UCJr24BLy5rhhW7IOm7Ab_bQ,2019-12-23 09:36:35,to do
UCsoSK8K4OpdMV1tqJFwO5QA,2019-12-23 09:44:29,to do
UCzhodwoZY9RXdHI_L_MmetA,2019-12-23 09:44:41,to do
UC_dkgVvhcZlxqceYSCC-MNw,2019-12-23 09:52:36,to do
UCcscSHEC5tA1aypzmKvcN0A,2019-12-23 09:52:36,to do
UCU4dLZPpj0hRF-P4x4snO9g,2019-12-23 09:52:52,to do
UCAQZ4iOfUvCQmgtd_a69N9w,2019-12-23 10:00:49,to do
UCtChkQhYk5rSN8zsuCEHg0g,2019-12-23 10:00:51,to do
UCm2jnlM35X63ODEpk41lRnw,2019-12-23 10:00:52,to do
UChj0SkPAFm7B1ou96H4UGLQ,2019-12-23 10:00:52,to do
UC9SuAoODmfdyoa-_3HZBfzA,2019-12-23 10:00:53,to do
UC-NNIG5qSppCk2grs_7NYMQ,2019-12-23 10:00:56,to do
UC-RLq66ZlfS0rDJN_IEJE1w,2019-12-23 10:01:09,to do
UCtslOJMv86Pi3sms_pyRx7Q,2019-12-23 10:01:18,to do
UChca6FpTOYdi4jZSHQEtwUw,2019-12-23 10:18:00,to do
UCqRxWQHFyjoLGuMTPqXdb9g,2019-12-23 10:18:49,to do
UCDGb-rn5fcCvB8tHLkurx1A,2019-12-23 10:19:01,to do
UCzx062pqzC4MH6yedufVDMA,2019-12-23 10:19:01,to do
UClR5UkfZ-K_ZpUZFspRWaNw,2019-12-23 10:27:42,to do
UC389y_VQYAl7CgRAtgmfbZA,2019-12-23 10:27:48,to do
UCQNDd94ASHH2d_JHn-FHY0A,2019-12-23 10:27:48,to do
UCFRn3yU52Alp9FOwUmECEMQ,2019-12-23 10:27:48,to do
UCoIH7dXpz99jYoOGV3-UYaA,2019-12-23 10:35:55,to do
UCNRldsGj5i_d7tjJFqdE1JA,2019-12-23 10:36:11,to do
UCT1VnaEWhqL1sfSrv8d8Plg,2019-12-23 10:36:19,to do
UCdNEbkSkqkjIU_CkMBhno8A,2019-12-23 10:36:23,to do
UCvVJmNEA4hO6YFvAIxst5NA,2019-12-23 10:36:30,to do
UCCj6vOkV7fosYcBf6fXiYpw,2019-12-23 10:36:41,to do
UCIq7SYJI1MDN--Yit0PRv8A,2019-12-23 10:36:53,to do
UCF09a0GwxNd8vNlgu10fRBw,2019-12-23 10:45:06,to do
UCm_-NibwA-8guhFZVTpvUEA,2019-12-23 10:45:17,to do
UCwML8GCqkP1UbKVEqzbPpbQ,2019-12-23 10:45:19,to do
UCEti47_zWANf4mtOaXJkbtg,2019-12-23 10:45:30,to do
UC441WHnAFPqehRBU1cW1ttA,2019-12-23 10:45:38,to do
UCmsElbFaHyw8P_hKOMA-MJA,2019-12-23 10:45:58,to do
UC5uFttEUB_fNnJqBly_jRXQ,2019-12-23 10:54:26,to do
UC_W0_Nv-3rxpWVvosddhrPw,2019-12-23 10:54:44,to do
UCW0xFzzIwbNQF9IO45WsqxQ,2019-12-23 11:03:15,to do
UCTKC04r8tiJZUABrFdpQqww,2019-12-23 11:03:22,to do
UCL7v5sP6vXj5K7dd4yRAZCg,2019-12-23 11:03:21,to do
UCkdFXlSdL1cmYbpbry2wsdA,2019-12-23 11:03:32,to do
UCC8wNopmOXFLluu-MA9jong,2019-12-23 11:04:10,to do
UCOePdnI42Ukonq3t9N5Fw7Q,2019-12-23 11:12:11,to do
UCHhfu5p0zydyM-_nw3IJvig,2019-12-23 11:12:45,to do
UChv_XRFI8fOJyFOgkrzSRNA,2019-12-23 11:12:43,to do
UCZ4eqJbK58L-zGeDlcRB_xg,2019-12-23 11:12:47,to do
UCOC8-awU3ehsaS0CMkBCStw,2019-12-23 11:20:59,to do
UCVUhIjFt6RaMYpjjEseoDaA,2019-12-23 11:20:59,to do
UCUSiWX2jnPcT0K-smDhT9eg,2019-12-23 11:21:07,to do
UCtQOhCMvjWXu-H02F_MnHqg,2019-12-23 11:21:25,to do
UCS_T9RLXUabyPPQRp-3BpNw,2019-12-23 11:21:32,to do
UCfjx50qQRyNXJoLqQSaSu2A,2019-12-23 11:29:40,to do
UCM3geT0Xk08HCSHwZlhKMbg,2019-12-23 11:29:42,to do
UCWo9Nx7Jy88M5sVPLt69epA,2019-12-23 11:38:27,to do
UC-4JefijYrSwOknoTS4R_iw,2019-12-23 11:38:49,to do
UCVZWGlN060CLordhleD7gUQ,2019-12-23 11:38:57,to do
UCzKXgVqZa4thaNpD0EKLz0g,2019-12-23 11:39:00,to do
UCrdkdZtBpIxssGfSPFwixsw,2019-12-23 11:39:02,to do
UCf9F-mW4XPysobo41BuMRqw,2019-12-23 11:47:11,to do
UC_FV4WZFoBvjQ9Go1jH6Xhg,2019-12-23 11:47:15,to do
UCF_7dSsBbFyEj23H0Y8ATVQ,2019-12-23 11:47:56,to do
UC8gyaoKOTkTjXPiOwsNUazQ,2019-12-23 11:47:56,to do
UCxkFtoH4TOsk-lBUAh94PYg,2019-12-23 11:56:25,to do
UC0uyWIoZMk8gkQBBV2WD8vA,2019-12-23 11:56:30,to do
UC8NaVsjFqyEeyuXXMnF_kmA,2019-12-23 12:13:56,to do
UC7bFB6omkTcOikqsqdYBSkg,2019-12-23 12:22:39,to do
UC22xCwckTpFuWQ1yzA1t1xQ,2019-12-23 12:22:45,to do
UC46FpY2M9bb8pVfwBn2dXdw,2019-12-23 12:22:48,to do
UCjM2YpGgQOVTv6SQDpFfE4A,2019-12-23 12:31:25,to do
UCfYijb3vTm2uSrut_LXhd6g,2019-12-23 12:31:25,to do
UCjCEchPY-JT1INsZ_v-f-mA,2019-12-23 12:31:25,to do
UCVZ-A542B6L_7B4waY7eToQ,2019-12-23 12:31:26,to do
UC_F6agwC52w7zRMd09vchZQ,2019-12-23 12:31:27,to do
UC-WACy_3dAtvjwMVgy48UbQ,2019-12-23 12:31:41,to do
UCT2PL3dii_6KjPi9Sgn2faQ,2019-12-23 12:31:45,to do
UCJOyjAol5TGz6t59tW27hOw,2019-12-23 12:31:47,to do
UCnclGpY0-yxq9UUsWTJHSAQ,2019-12-23 12:31:48,to do
UC3aOYY5wIosLFLoOVDcoxyg,2019-12-23 12:40:27,to do
UCl17JVEtA6tJRe4jB1dz22Q,2019-12-23 12:40:30,to do
UC9eM3jqq5IfxbGHbuRR_jRw,2019-12-23 12:40:31,to do
UCo8yjWQrPu254WLDAYlOAfg,2019-12-23 12:40:38,to do
UCijs-a2-tVxvxEzm32nssWg,2019-12-23 12:49:12,to do
UCdB_wHzRxuhLwzKdVFWYBig,2019-12-23 12:49:15,to do
UCPVGUnnNyf_FWLE0cLmphEA,2019-12-23 12:49:23,to do
